17.7,17.9,39.6,60,58
19.6,21.7,50.2,52,50
24.65,24.65,53.3,44,42
26,26,56.04,42,40
26.6,27.7,59.2,40,38
28.54,28.54,61.2,38,36
28.6,28.6,61.2,38,36
28.65,28.65,61.2,38,36
29.7,30.65,65,36,34
34.7,34.7,73.4,30,28
42,42,44,13,11
53.35,53.35,61,9,7
